1	345
2	337
3	359
4	345
5	343
6	344
7	350
8	348
9	338
10	343
11	350
12	346
13	345
14	354
15	356
16	342
17	342
18	341
19	344
20	343
21	344
22	353
23	344
24	363
25	344
26	348
27	355
28	350
29	340
30	353
31	354
32	342
33	344
34	351
35	356
36	352
37	341
38	352
39	344
40	344
41	340
42	349
43	349
44	348
45	340
46	346
47	343
48	349
49	347
50	356
51	254
52	258
53	274
54	256
55	259
56	258
57	258
58	279
59	290
60	257
